HEAD:
#r_Orbit is 1.000AU
nbeam 53
flux_tot  5.2280e+00
spectral_index_400A    0.491667

DATA:
  wavelength        flux
  3.0000e+00  2.4657e-06
  8.0000e+00  1.3260e-03
  1.3000e+01  1.6579e-02
  1.8000e+01  6.9819e-02
  2.3000e+01  1.8880e-01
  2.8000e+01  2.9119e-02
  3.3000e+01  3.7954e-02
  3.8000e+01  3.7421e-02
  4.3000e+01  2.8472e-02
  4.8000e+01  2.3507e-02
  5.3000e+01  2.3527e-02
  5.8000e+01  1.2919e-02
  6.3000e+01  1.3862e-02
  6.8000e+01  1.8483e-02
  7.3000e+01  7.8368e-03
  7.8000e+01  4.0868e-03
  8.3000e+01  3.7506e-03
  8.8000e+01  4.9929e-03
  9.3000e+01  3.0286e-03
  9.8000e+01  1.0227e-02
  1.1300e+02  1.1353e-02
  1.3800e+02  1.6734e-02
  1.6300e+02  3.8912e-02
  1.8800e+02  1.2456e-01
  2.1300e+02  2.9714e-01
  2.3800e+02  9.5768e-02
  2.6300e+02  2.3505e-01
  2.8800e+02  2.4571e-01
  3.1300e+02  7.3576e-01
  3.3800e+02  1.1397e-01
  3.6300e+02  8.9751e-02
  3.8800e+02  3.0007e-02
  4.1300e+02  3.5674e-02
  4.3800e+02  1.9382e-02
  4.6300e+02  2.8144e-02
  4.8800e+02  7.8979e-02
  5.1300e+02  9.9699e-02
  5.3800e+02  5.8949e-02
  5.6300e+02  2.7010e-01
  5.8800e+02  5.5400e-02
  6.1300e+02  8.8973e-02
  6.3800e+02  2.9356e-01
  6.6300e+02  2.8171e-02
  6.8800e+02  7.5628e-02
  7.1300e+02  2.0116e-01
  7.3800e+02  3.5037e-02
  7.6300e+02  1.5674e-01
  7.8800e+02  2.7616e-01
  8.1300e+02  3.1635e-02
  8.3800e+02  6.1198e-01
  8.6300e+02  4.8067e-02
  8.8800e+02  1.8870e-02
  9.1300e+02  1.4522e-01
