HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  9.8747e-13
  8.0000e+00  2.1026e-06
  1.3000e+01  3.5079e-04
  1.8000e+01  2.8436e-03
  2.3000e+01  3.4398e-02
  2.8000e+01  2.7788e-02
  3.3000e+01  6.2455e-02
  3.8000e+01  1.5683e-02
  4.3000e+01  1.1863e-01
  4.8000e+01  6.4850e-02
  5.3000e+01  7.9470e-02
  5.8000e+01  1.1479e-01
  6.3000e+01  2.1357e-01
  6.8000e+01  1.4653e-01
  7.3000e+01  1.5319e-01
  7.8000e+01  1.2886e-01
  8.3000e+01  1.3593e-01
  8.8000e+01  9.3021e-02
  9.3000e+01  6.3348e-02
  9.8000e+01  1.1019e-01
  1.1300e+02  2.7787e-01
  1.3800e+02  3.3461e-01
  1.6300e+02  3.0065e+00
  1.8800e+02  1.6060e+00
  2.1300e+02  4.0319e-01
  2.3800e+02  7.5884e-01
  2.6300e+02  2.9690e-01
  2.8800e+02  2.9694e-01
  3.1300e+02  7.5672e-01
  3.3800e+02  3.5682e-01
  3.6300e+02  7.5581e-01
  3.8800e+02  5.0150e-02
  4.1300e+02  3.9476e-02
  4.3800e+02  2.1273e-01
  4.6300e+02  9.5894e-02
  4.8800e+02  8.1793e-03
  5.1300e+02  7.1158e-03
  5.3800e+02  5.2332e-03
  5.6300e+02  3.3722e-02
  5.8800e+02  5.8569e-03
  6.1300e+02  1.1540e-01
  6.3800e+02  6.1021e-02
  6.6300e+02  4.7632e-03
  6.8800e+02  2.3819e-02
  7.1300e+02  2.5885e-02
  7.3800e+02  5.4644e-03
  7.6300e+02  1.4324e-01
  7.8800e+02  7.6149e-02
  8.1300e+02  2.9559e-03
  8.3800e+02  1.9590e-03
  8.6300e+02  5.2187e-03
  8.8800e+02  4.9158e-03
  9.1300e+02  2.8786e-03
