HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.5881e-10
  8.0000e+00  5.3167e-05
  1.3000e+01  2.9713e-03
  1.8000e+01  1.8356e-02
  2.3000e+01  1.7706e-01
  2.8000e+01  1.0424e-01
  3.3000e+01  2.1893e-01
  3.8000e+01  7.0978e-02
  4.3000e+01  3.4436e-01
  4.8000e+01  2.3354e-01
  5.3000e+01  2.8670e-01
  5.8000e+01  3.8235e-01
  6.3000e+01  5.7277e-01
  6.8000e+01  3.9136e-01
  7.3000e+01  3.4958e-01
  7.8000e+01  3.2517e-01
  8.3000e+01  3.2940e-01
  8.8000e+01  2.6169e-01
  9.3000e+01  1.7870e-01
  9.8000e+01  3.0150e-01
  1.1300e+02  6.8585e-01
  1.3800e+02  8.7785e-01
  1.6300e+02  6.9603e+00
  1.8800e+02  5.4494e+00
  2.1300e+02  1.3005e+00
  2.3800e+02  1.8884e+00
  2.6300e+02  1.0546e+00
  2.8800e+02  7.5599e-01
  3.1300e+02  1.7272e+00
  3.3800e+02  1.0430e+00
  3.6300e+02  1.8563e+00
  3.8800e+02  1.2244e-01
  4.1300e+02  7.6743e-02
  4.3800e+02  3.7999e-01
  4.6300e+02  1.5150e-01
  4.8800e+02  2.6186e-02
  5.1300e+02  2.0877e-02
  5.3800e+02  1.8581e-02
  5.6300e+02  7.9512e-02
  5.8800e+02  1.8578e-02
  6.1300e+02  3.6862e-01
  6.3800e+02  1.9099e-01
  6.6300e+02  1.3522e-02
  6.8800e+02  5.4524e-02
  7.1300e+02  5.8621e-02
  7.3800e+02  1.3552e-02
  7.6300e+02  2.8367e-01
  7.8800e+02  1.5216e-01
  8.1300e+02  7.1885e-03
  8.3800e+02  5.0200e-03
  8.6300e+02  1.1687e-02
  8.8800e+02  9.3694e-03
  9.1300e+02  6.9210e-03
