HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.0668e-13
  8.0000e+00  2.3606e-07
  1.3000e+01  4.5024e-05
  1.8000e+01  4.1201e-04
  2.3000e+01  5.3647e-03
  2.8000e+01  4.9474e-03
  3.3000e+01  1.1320e-02
  3.8000e+01  2.7684e-03
  4.3000e+01  3.1339e-02
  4.8000e+01  1.2366e-02
  5.3000e+01  1.6720e-02
  5.8000e+01  2.2129e-02
  6.3000e+01  5.2957e-02
  6.8000e+01  3.9411e-02
  7.3000e+01  4.9620e-02
  7.8000e+01  3.5847e-02
  8.3000e+01  5.1240e-02
  8.8000e+01  3.1293e-02
  9.3000e+01  1.8918e-02
  9.8000e+01  3.8042e-02
  1.1300e+02  9.7962e-02
  1.3800e+02  1.0225e-01
  1.6300e+02  9.8306e-01
  1.8800e+02  3.7348e-01
  2.1300e+02  1.1085e-01
  2.3800e+02  2.4269e-01
  2.6300e+02  6.8449e-02
  2.8800e+02  1.0833e-01
  3.1300e+02  2.6862e-01
  3.3800e+02  8.9640e-02
  3.6300e+02  1.9924e-01
  3.8800e+02  1.6556e-02
  4.1300e+02  2.5586e-02
  4.3800e+02  1.0590e-01
  4.6300e+02  7.7238e-02
  4.8800e+02  3.7465e-03
  5.1300e+02  2.6068e-03
  5.3800e+02  1.8531e-03
  5.6300e+02  1.4019e-02
  5.8800e+02  2.6187e-03
  6.1300e+02  1.7579e-02
  6.3800e+02  1.0832e-02
  6.6300e+02  1.3553e-03
  6.8800e+02  7.6976e-03
  7.1300e+02  8.2474e-03
  7.3800e+02  1.4899e-03
  7.6300e+02  7.4303e-02
  7.8800e+02  3.8878e-02
  8.1300e+02  1.0945e-03
  8.3800e+02  6.2029e-04
  8.6300e+02  2.2372e-03
  8.8800e+02  3.3669e-03
  9.1300e+02  1.0358e-03
