HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.4463e-14
  8.0000e+00  3.7895e-08
  1.3000e+01  1.0821e-05
  1.8000e+01  1.2522e-04
  2.3000e+01  1.8183e-03
  2.8000e+01  1.9582e-03
  3.3000e+01  4.5612e-03
  3.8000e+01  1.0862e-03
  4.3000e+01  1.6509e-02
  4.8000e+01  5.2241e-03
  5.3000e+01  7.6511e-03
  5.8000e+01  9.4383e-03
  6.3000e+01  2.6959e-02
  6.8000e+01  2.0950e-02
  7.3000e+01  2.8615e-02
  7.8000e+01  1.9372e-02
  8.3000e+01  3.1142e-02
  8.8000e+01  1.8303e-02
  9.3000e+01  1.0556e-02
  9.8000e+01  2.2457e-02
  1.1300e+02  5.8251e-02
  1.3800e+02  5.7613e-02
  1.6300e+02  5.6896e-01
  1.8800e+02  1.8300e-01
  2.1300e+02  5.9565e-02
  2.3800e+02  1.3927e-01
  2.6300e+02  3.3354e-02
  2.8800e+02  6.5156e-02
  3.1300e+02  1.6010e-01
  3.3800e+02  4.5969e-02
  3.6300e+02  1.0484e-01
  3.8800e+02  9.6168e-03
  4.1300e+02  1.7581e-02
  4.3800e+02  6.9240e-02
  4.6300e+02  5.4737e-02
  4.8800e+02  2.4028e-03
  5.1300e+02  1.5700e-03
  5.3800e+02  1.1035e-03
  5.6300e+02  8.7677e-03
  5.8800e+02  1.6695e-03
  6.1300e+02  5.7669e-03
  6.3800e+02  4.2748e-03
  6.6300e+02  7.4016e-04
  6.8800e+02  4.4353e-03
  7.1300e+02  4.7260e-03
  7.3800e+02  7.9737e-04
  7.6300e+02  4.9011e-02
  7.8800e+02  2.5558e-02
  8.1300e+02  6.6146e-04
  8.3800e+02  3.5457e-04
  8.6300e+02  1.4109e-03
  8.8800e+02  2.3335e-03
  9.1300e+02  6.2017e-04
