HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.1150e-11
  8.0000e+00  4.3931e-06
  1.3000e+01  5.6889e-04
  1.8000e+01  4.4263e-03
  2.3000e+01  5.2083e-02
  2.8000e+01  4.0636e-02
  3.3000e+01  9.0788e-02
  3.8000e+01  2.3280e-02
  4.3000e+01  1.6437e-01
  4.8000e+01  9.4057e-02
  5.3000e+01  1.1430e-01
  5.8000e+01  1.6550e-01
  6.3000e+01  2.9679e-01
  6.8000e+01  2.0167e-01
  7.3000e+01  2.0396e-01
  7.8000e+01  1.7608e-01
  8.3000e+01  1.7700e-01
  8.8000e+01  1.2447e-01
  9.3000e+01  8.6271e-02
  9.8000e+01  1.4662e-01
  1.1300e+02  3.6642e-01
  1.3800e+02  4.5245e-01
  1.6300e+02  3.9999e+00
  1.8800e+02  2.2783e+00
  2.1300e+02  5.5948e-01
  2.3800e+02  1.0165e+00
  2.6300e+02  4.2284e-01
  2.8800e+02  3.8991e-01
  3.1300e+02  9.9288e-01
  3.3800e+02  4.9748e-01
  3.6300e+02  1.0383e+00
  3.8800e+02  6.6794e-02
  4.1300e+02  4.4219e-02
  4.3800e+02  2.5730e-01
  4.6300e+02  9.7060e-02
  4.8800e+02  1.0411e-02
  5.1300e+02  9.4123e-03
  5.3800e+02  7.0499e-03
  5.6300e+02  4.3039e-02
  5.8800e+02  7.4901e-03
  6.1300e+02  1.6885e-01
  6.3800e+02  8.8222e-02
  6.6300e+02  6.5310e-03
  6.8800e+02  3.1728e-02
  7.1300e+02  3.4537e-02
  7.3800e+02  7.4795e-03
  7.6300e+02  1.7214e-01
  7.8800e+02  9.1940e-02
  8.1300e+02  3.8623e-03
  8.3800e+02  2.6321e-03
  8.6300e+02  6.6014e-03
  8.8800e+02  5.3885e-03
  9.1300e+02  3.7777e-03
