HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.3474e-15
  8.0000e+00  1.3756e-08
  1.3000e+01  6.4950e-06
  1.8000e+01  8.7668e-05
  2.3000e+01  1.3439e-03
  2.8000e+01  1.5425e-03
  3.3000e+01  3.6162e-03
  3.8000e+01  8.5278e-04
  4.3000e+01  1.4193e-02
  4.8000e+01  4.2104e-03
  5.3000e+01  6.3260e-03
  5.8000e+01  7.6313e-03
  6.3000e+01  2.2973e-02
  6.8000e+01  1.8053e-02
  7.3000e+01  2.5141e-02
  7.8000e+01  1.6761e-02
  8.3000e+01  2.7677e-02
  8.8000e+01  1.6131e-02
  9.3000e+01  9.2041e-03
  9.8000e+01  1.9833e-02
  1.1300e+02  5.1527e-02
  1.3800e+02  5.0348e-02
  1.6300e+02  5.0027e-01
  1.8800e+02  1.5433e-01
  2.1300e+02  5.1465e-02
  2.3800e+02  1.2222e-01
  2.6300e+02  2.8087e-02
  2.8800e+02  5.7778e-02
  3.1300e+02  1.4169e-01
  3.3800e+02  3.9248e-02
  3.6300e+02  9.0109e-02
  3.8800e+02  8.4628e-03
  4.1300e+02  1.6008e-02
  4.3800e+02  6.2457e-02
  4.6300e+02  5.0118e-02
  4.8800e+02  2.1592e-03
  5.1300e+02  1.3926e-03
  5.3800e+02  9.7646e-04
  5.6300e+02  7.8390e-03
  5.8800e+02  1.4984e-03
  6.1300e+02  4.1974e-03
  6.3800e+02  3.3635e-03
  6.6300e+02  6.4205e-04
  6.8800e+02  3.8960e-03
  7.1300e+02  4.1461e-03
  7.3800e+02  6.8825e-04
  7.6300e+02  4.4285e-02
  7.8800e+02  2.3079e-02
  8.1300e+02  5.8716e-04
  8.3800e+02  3.1089e-04
  8.6300e+02  1.2636e-03
  8.8800e+02  2.1280e-03
  9.1300e+02  5.4940e-04
