HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.7882e-13
  8.0000e+00  3.8992e-07
  1.3000e+01  7.0867e-05
  1.8000e+01  6.2294e-04
  2.3000e+01  7.9278e-03
  2.8000e+01  7.0367e-03
  3.3000e+01  1.6022e-02
  3.8000e+01  3.9469e-03
  4.3000e+01  4.0571e-02
  4.8000e+01  1.7267e-02
  5.3000e+01  2.2774e-02
  5.8000e+01  3.0812e-02
  6.3000e+01  6.9472e-02
  6.8000e+01  5.0836e-02
  7.3000e+01  6.1822e-02
  7.8000e+01  4.5931e-02
  8.3000e+01  6.2288e-02
  8.8000e+01  3.8738e-02
  9.3000e+01  2.3915e-02
  9.8000e+01  4.6891e-02
  1.1300e+02  1.2034e-01
  1.3800e+02  1.2872e-01
  1.6300e+02  1.2228e+00
  1.8800e+02  4.9692e-01
  2.1300e+02  1.4236e-01
  2.3800e+02  3.0304e-01
  2.6300e+02  9.1249e-02
  2.8800e+02  1.3236e-01
  3.1300e+02  3.2962e-01
  3.3800e+02  1.1727e-01
  3.6300e+02  2.5805e-01
  3.8800e+02  2.0560e-02
  4.1300e+02  2.9122e-02
  4.3800e+02  1.2398e-01
  4.6300e+02  8.6290e-02
  4.8800e+02  4.4315e-03
  5.1300e+02  3.1828e-03
  5.3800e+02  2.2747e-03
  5.6300e+02  1.6799e-02
  5.8800e+02  3.1073e-03
  6.1300e+02  2.6165e-02
  6.3800e+02  1.5420e-02
  6.6300e+02  1.7289e-03
  6.8800e+02  9.5943e-03
  7.1300e+02  1.0305e-02
  7.3800e+02  1.9166e-03
  7.6300e+02  8.6566e-02
  7.8800e+02  4.5378e-02
  8.1300e+02  1.3342e-03
  8.3800e+02  7.7590e-04
  8.6300e+02  2.6696e-03
  8.8800e+02  3.8128e-03
  9.1300e+02  1.2683e-03
