HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.5851e-10
  8.0000e+00  2.5235e-05
  1.3000e+01  1.6164e-03
  1.8000e+01  1.0567e-02
  2.3000e+01  1.0791e-01
  2.8000e+01  6.9884e-02
  3.3000e+01  1.5024e-01
  3.8000e+01  4.4788e-02
  4.3000e+01  2.5007e-01
  4.8000e+01  1.5849e-01
  5.3000e+01  1.9382e-01
  5.8000e+01  2.6682e-01
  6.3000e+01  4.3085e-01
  6.8000e+01  2.9367e-01
  7.3000e+01  2.7750e-01
  7.8000e+01  2.4943e-01
  8.3000e+01  2.5181e-01
  8.8000e+01  1.8976e-01
  9.3000e+01  1.3039e-01
  9.8000e+01  2.2067e-01
  1.1300e+02  5.2294e-01
  1.3800e+02  6.5879e-01
  1.6300e+02  5.4863e+00
  1.8800e+02  3.7515e+00
  2.1300e+02  9.0533e-01
  2.3800e+02  1.4447e+00
  2.6300e+02  7.1448e-01
  2.8800e+02  5.6751e-01
  3.1300e+02  1.3616e+00
  3.3800e+02  7.5718e-01
  3.6300e+02  1.4451e+00
  3.8800e+02  9.4235e-02
  4.1300e+02  6.0565e-02
  4.3800e+02  3.2433e-01
  4.6300e+02  1.2579e-01
  4.8800e+02  1.7685e-02
  5.1300e+02  1.4808e-02
  5.3800e+02  1.2334e-02
  5.6300e+02  6.0982e-02
  5.8800e+02  1.2613e-02
  6.1300e+02  2.6316e-01
  6.3800e+02  1.3682e-01
  6.6300e+02  9.8682e-03
  6.8800e+02  4.3229e-02
  7.1300e+02  4.6748e-02
  7.3800e+02  1.0486e-02
  7.6300e+02  2.2941e-01
  7.8800e+02  1.2280e-01
  8.1300e+02  5.4949e-03
  8.3800e+02  3.7958e-03
  8.6300e+02  9.1388e-03
  8.8800e+02  7.3879e-03
  9.1300e+02  5.3281e-03
