HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.6444e-13
  8.0000e+00  7.8472e-07
  1.3000e+01  1.3644e-04
  1.8000e+01  1.1521e-03
  2.3000e+01  1.4309e-02
  2.8000e+01  1.2160e-02
  3.3000e+01  2.7528e-02
  3.8000e+01  6.8399e-03
  4.3000e+01  6.1919e-02
  4.8000e+01  2.9182e-02
  5.3000e+01  3.7295e-02
  5.8000e+01  5.1891e-02
  6.3000e+01  1.0808e-01
  6.8000e+01  7.7169e-02
  7.3000e+01  8.8919e-02
  7.8000e+01  6.9026e-02
  8.3000e+01  8.5960e-02
  8.8000e+01  5.5132e-02
  9.3000e+01  3.5202e-02
  9.8000e+01  6.6262e-02
  1.1300e+02  1.6908e-01
  1.3800e+02  1.8822e-01
  1.6300e+02  1.7541e+00
  1.8800e+02  7.8853e-01
  2.1300e+02  2.1469e-01
  2.3800e+02  4.3742e-01
  2.6300e+02  1.4519e-01
  2.8800e+02  1.8425e-01
  3.1300e+02  4.6226e-01
  3.3800e+02  1.8172e-01
  3.6300e+02  3.9408e-01
  3.8800e+02  2.9415e-02
  4.1300e+02  3.5447e-02
  4.3800e+02  1.5970e-01
  4.6300e+02  1.0088e-01
  4.8800e+02  5.8219e-03
  5.1300e+02  4.4259e-03
  5.3800e+02  3.1923e-03
  5.6300e+02  2.2605e-02
  5.8800e+02  4.1062e-03
  6.1300e+02  4.7594e-02
  6.3800e+02  2.6672e-02
  6.6300e+02  2.5811e-03
  6.8800e+02  1.3808e-02
  7.1300e+02  1.4891e-02
  7.3800e+02  2.8975e-03
  7.6300e+02  1.1047e-01
  7.8800e+02  5.8116e-02
  8.1300e+02  1.8500e-03
  8.3800e+02  1.1231e-03
  8.6300e+02  3.5646e-03
  8.8800e+02  4.5910e-03
  9.1300e+02  1.7721e-03
