HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.2306e-12
  8.0000e+00  2.6178e-06
  1.3000e+01  4.3512e-04
  1.8000e+01  3.5137e-03
  2.3000e+01  4.2395e-02
  2.8000e+01  3.4072e-02
  3.3000e+01  7.6521e-02
  3.8000e+01  1.9237e-02
  4.3000e+01  1.4252e-01
  4.8000e+01  7.9279e-02
  5.3000e+01  9.6703e-02
  5.8000e+01  1.4027e-01
  6.3000e+01  2.5758e-01
  6.8000e+01  1.7585e-01
  7.3000e+01  1.8142e-01
  7.8000e+01  1.5429e-01
  8.3000e+01  1.5890e-01
  8.8000e+01  1.0983e-01
  9.3000e+01  7.5480e-02
  9.8000e+01  1.2982e-01
  1.1300e+02  3.2679e-01
  1.3800e+02  3.9803e-01
  1.6300e+02  3.5578e+00
  1.8800e+02  1.9440e+00
  2.1300e+02  4.8315e-01
  2.3800e+02  8.9955e-01
  2.6300e+02  3.5956e-01
  2.8800e+02  3.4816e-01
  3.1300e+02  8.8940e-01
  3.3800e+02  4.3002e-01
  3.6300e+02  9.0815e-01
  3.8800e+02  5.9300e-02
  4.1300e+02  4.3076e-02
  4.3800e+02  2.4131e-01
  4.6300e+02  1.0031e-01
  4.8800e+02  9.3714e-03
  5.1300e+02  8.3402e-03
  5.3800e+02  6.1521e-03
  5.6300e+02  3.9047e-02
  5.8800e+02  6.7289e-03
  6.1300e+02  1.4234e-01
  6.3800e+02  7.4829e-02
  6.6300e+02  5.6947e-03
  6.8800e+02  2.8212e-02
  7.1300e+02  3.0694e-02
  7.3800e+02  6.5516e-03
  7.6300e+02  1.6162e-01
  7.8800e+02  8.6099e-02
  8.1300e+02  3.4612e-03
  8.3800e+02  2.3240e-03
  8.6300e+02  6.0232e-03
  8.8800e+02  5.3120e-03
  9.1300e+02  3.3793e-03
