HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  2.7985e-14
  8.0000e+00  6.7157e-08
  1.3000e+01  1.6000e-05
  1.8000e+01  1.6968e-04
  2.3000e+01  2.3762e-03
  2.8000e+01  2.4412e-03
  3.3000e+01  5.6573e-03
  3.8000e+01  1.3575e-03
  4.3000e+01  1.9109e-02
  4.8000e+01  6.3945e-03
  5.3000e+01  9.1678e-03
  5.8000e+01  1.1523e-02
  6.3000e+01  3.1457e-02
  6.8000e+01  2.4199e-02
  7.3000e+01  3.2455e-02
  7.8000e+01  2.2292e-02
  8.3000e+01  3.4929e-02
  8.8000e+01  2.0696e-02
  9.3000e+01  1.2060e-02
  9.8000e+01  2.5342e-02
  1.1300e+02  6.5635e-02
  1.3800e+02  6.5677e-02
  1.6300e+02  6.4480e-01
  1.8800e+02  2.1552e-01
  2.1300e+02  6.8631e-02
  2.3800e+02  1.5813e-01
  2.6300e+02  3.9336e-02
  2.8800e+02  7.3239e-02
  3.1300e+02  1.8031e-01
  3.3800e+02  5.3546e-02
  3.6300e+02  1.2138e-01
  3.8800e+02  1.0890e-02
  4.1300e+02  1.9245e-02
  4.3800e+02  7.6521e-02
  4.6300e+02  5.9573e-02
  4.8800e+02  2.6656e-03
  5.1300e+02  1.7642e-03
  5.3800e+02  1.2430e-03
  5.6300e+02  9.7760e-03
  5.8800e+02  1.8543e-03
  6.1300e+02  7.6164e-03
  6.3800e+02  5.3338e-03
  6.6300e+02  8.4967e-04
  6.8800e+02  5.0314e-03
  7.1300e+02  5.3676e-03
  7.3800e+02  9.1958e-04
  7.6300e+02  5.4071e-02
  7.8800e+02  2.8215e-02
  8.1300e+02  7.4277e-04
  8.3800e+02  4.0292e-04
  8.6300e+02  1.5705e-03
  8.8800e+02  2.5501e-03
  9.1300e+02  6.9777e-04
