HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  2.7307e-10
  8.0000e+00  4.1264e-05
  1.3000e+01  2.4007e-03
  1.8000e+01  1.5097e-02
  2.3000e+01  1.4837e-01
  2.8000e+01  9.0269e-02
  3.3000e+01  1.9118e-01
  3.8000e+01  6.0182e-02
  4.3000e+01  3.0703e-01
  4.8000e+01  2.0313e-01
  5.3000e+01  2.4902e-01
  5.8000e+01  3.3592e-01
  6.3000e+01  5.1752e-01
  6.8000e+01  3.5328e-01
  7.3000e+01  3.2253e-01
  7.8000e+01  2.9602e-01
  8.3000e+01  2.9947e-01
  8.8000e+01  2.3319e-01
  9.3000e+01  1.5961e-01
  9.8000e+01  2.6960e-01
  1.1300e+02  6.2291e-01
  1.3800e+02  7.9245e-01
  1.6300e+02  6.4039e+00
  1.8800e+02  4.7641e+00
  2.1300e+02  1.1415e+00
  2.3800e+02  1.7173e+00
  2.6300e+02  9.1667e-01
  2.8800e+02  6.8253e-01
  3.1300e+02  1.5892e+00
  3.3800e+02  9.2981e-01
  3.6300e+02  1.6996e+00
  3.8800e+02  1.1161e-01
  4.1300e+02  7.0642e-02
  4.3800e+02  3.6100e-01
  4.6300e+02  1.4232e-01
  4.8800e+02  2.2736e-02
  5.1300e+02  1.8452e-02
  5.3800e+02  1.6034e-02
  5.6300e+02  7.2379e-02
  5.8800e+02  1.6160e-02
  6.1300e+02  3.2658e-01
  6.3800e+02  1.6942e-01
  6.6300e+02  1.2078e-02
  6.8800e+02  5.0281e-02
  7.1300e+02  5.4183e-02
  7.3800e+02  1.2378e-02
  7.6300e+02  2.6366e-01
  7.8800e+02  1.4131e-01
  8.1300e+02  6.5352e-03
  8.3800e+02  4.5448e-03
  8.6300e+02  1.0719e-02
  8.8800e+02  8.6216e-03
  9.1300e+02  6.3093e-03
