HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.0034e-13
  8.0000e+00  6.4862e-07
  1.3000e+01  1.1399e-04
  1.8000e+01  9.7217e-04
  2.3000e+01  1.2150e-02
  2.8000e+01  1.0443e-02
  3.3000e+01  2.3677e-02
  3.8000e+01  5.8697e-03
  4.3000e+01  5.5046e-02
  4.8000e+01  2.5212e-02
  5.3000e+01  3.2500e-02
  5.8000e+01  4.4874e-02
  6.3000e+01  9.5554e-02
  6.8000e+01  6.8711e-02
  7.3000e+01  8.0452e-02
  7.8000e+01  6.1641e-02
  8.3000e+01  7.8770e-02
  8.8000e+01  5.0043e-02
  9.3000e+01  3.1629e-02
  9.8000e+01  6.0276e-02
  1.1300e+02  1.5408e-01
  1.3800e+02  1.6945e-01
  1.6300e+02  1.5884e+00
  1.8800e+02  6.9321e-01
  2.1300e+02  1.9152e-01
  2.3800e+02  3.9535e-01
  2.6300e+02  1.2754e-01
  2.8800e+02  1.6839e-01
  3.1300e+02  4.2148e-01
  3.3800e+02  1.6084e-01
  3.6300e+02  3.5027e-01
  3.8800e+02  2.6657e-02
  4.1300e+02  3.3837e-02
  4.3800e+02  1.4960e-01
  4.6300e+02  9.7642e-02
  4.8800e+02  5.4189e-03
  5.1300e+02  4.0462e-03
  5.3800e+02  2.9101e-03
  5.6300e+02  2.0880e-02
  5.8800e+02  3.8147e-03
  6.1300e+02  4.0331e-02
  6.3800e+02  2.2900e-02
  6.6300e+02  2.3095e-03
  6.8800e+02  1.2491e-02
  7.1300e+02  1.3454e-02
  7.3800e+02  2.5830e-03
  7.6300e+02  1.0380e-01
  7.8800e+02  5.4543e-02
  8.1300e+02  1.6927e-03
  8.3800e+02  1.0142e-03
  8.6300e+02  3.3006e-03
  8.8800e+02  4.3987e-03
  9.1300e+02  1.6176e-03
