HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.4185e-09
  8.0000e+00  1.9888e-04
  1.3000e+01  9.7810e-03
  1.8000e+01  5.6665e-02
  2.3000e+01  5.0787e-01
  2.8000e+01  2.5787e-01
  3.3000e+01  5.1914e-01
  3.8000e+01  1.9369e-01
  4.3000e+01  7.2770e-01
  4.8000e+01  5.6532e-01
  5.3000e+01  6.9880e-01
  5.8000e+01  8.7806e-01
  6.3000e+01  1.1138e+00
  6.8000e+01  7.6568e-01
  7.3000e+01  5.8570e-01
  7.8000e+01  6.0103e-01
  8.3000e+01  6.1451e-01
  8.8000e+01  5.5478e-01
  9.3000e+01  3.7360e-01
  9.8000e+01  6.2595e-01
  1.1300e+02  1.2883e+00
  1.3800e+02  1.7171e+00
  1.6300e+02  1.1914e+01
  1.8800e+02  1.2846e+01
  2.1300e+02  3.0006e+00
  2.3800e+02  3.5153e+00
  2.6300e+02  2.5605e+00
  2.8800e+02  1.4776e+00
  3.1300e+02  2.9551e+00
  3.3800e+02  2.2055e+00
  3.6300e+02  3.2949e+00
  3.8800e+02  2.2429e-01
  4.1300e+02  1.3088e-01
  4.3800e+02  4.8984e-01
  4.6300e+02  2.1812e-01
  4.8800e+02  6.3946e-02
  5.1300e+02  4.6395e-02
  5.3800e+02  4.6766e-02
  5.6300e+02  1.4704e-01
  5.8800e+02  4.4936e-02
  6.1300e+02  8.0824e-01
  6.3800e+02  4.1571e-01
  6.6300e+02  2.8256e-02
  6.8800e+02  9.1698e-02
  7.1300e+02  9.6835e-02
  7.3800e+02  2.4469e-02
  7.6300e+02  4.4793e-01
  7.8800e+02  2.4189e-01
  8.1300e+02  1.3413e-02
  8.3800e+02  9.6348e-03
  8.6300e+02  2.0477e-02
  8.8800e+02  1.6020e-02
  9.1300e+02  1.2669e-02
