HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  1.4164e-13
  8.0000e+00  3.1071e-07
  1.3000e+01  5.7612e-05
  1.8000e+01  5.1516e-04
  2.3000e+01  6.6214e-03
  2.8000e+01  5.9771e-03
  3.3000e+01  1.3639e-02
  3.8000e+01  3.3490e-03
  4.3000e+01  3.5977e-02
  4.8000e+01  1.4789e-02
  5.3000e+01  1.9726e-02
  5.8000e+01  2.6423e-02
  6.3000e+01  6.1224e-02
  6.8000e+01  4.5156e-02
  7.3000e+01  5.5825e-02
  7.8000e+01  4.0928e-02
  8.3000e+01  5.6917e-02
  8.8000e+01  3.5088e-02
  9.3000e+01  2.1446e-02
  9.8000e+01  4.2561e-02
  1.1300e+02  1.0941e-01
  1.3800e+02  1.1566e-01
  1.6300e+02  1.1051e+00
  1.8800e+02  4.3507e-01
  2.1300e+02  1.2671e-01
  2.3800e+02  2.7336e-01
  2.6300e+02  7.9819e-02
  2.8800e+02  1.2065e-01
  3.1300e+02  2.9983e-01
  3.3800e+02  1.0348e-01
  3.6300e+02  2.2878e-01
  3.8800e+02  1.8595e-02
  4.1300e+02  2.7488e-02
  4.3800e+02  1.1539e-01
  4.6300e+02  8.2215e-02
  4.8800e+02  4.1037e-03
  5.1300e+02  2.9021e-03
  5.3800e+02  2.0688e-03
  5.6300e+02  1.5458e-02
  5.8800e+02  2.8730e-03
  6.1300e+02  2.1785e-02
  6.3800e+02  1.3093e-02
  6.6300e+02  1.5438e-03
  6.8800e+02  8.6620e-03
  7.1300e+02  9.2927e-03
  7.3800e+02  1.7046e-03
  7.6300e+02  8.0765e-02
  7.8800e+02  4.2298e-02
  8.1300e+02  1.2175e-03
  8.3800e+02  6.9931e-04
  8.6300e+02  2.4615e-03
  8.8800e+02  3.6080e-03
  9.1300e+02  1.1549e-03
