HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.6370e-14
  8.0000e+00  8.5270e-08
  1.3000e+01  1.9186e-05
  1.8000e+01  1.9688e-04
  2.3000e+01  2.7163e-03
  2.8000e+01  2.7338e-03
  3.3000e+01  6.3208e-03
  3.8000e+01  1.5219e-03
  4.3000e+01  2.0655e-02
  4.8000e+01  7.1012e-03
  5.3000e+01  1.0079e-02
  5.8000e+01  1.2781e-02
  6.3000e+01  3.4141e-02
  6.8000e+01  2.6130e-02
  7.3000e+01  3.4719e-02
  7.8000e+01  2.4024e-02
  8.3000e+01  3.7148e-02
  8.8000e+01  2.2104e-02
  9.3000e+01  1.2949e-02
  9.8000e+01  2.7039e-02
  1.1300e+02  6.9972e-02
  1.3800e+02  7.0443e-02
  1.6300e+02  6.8949e-01
  1.8800e+02  2.3498e-01
  2.1300e+02  7.4013e-02
  2.3800e+02  1.6925e-01
  2.6300e+02  4.2916e-02
  2.8800e+02  7.7980e-02
  3.1300e+02  1.9217e-01
  3.3800e+02  5.8063e-02
  3.6300e+02  1.3123e-01
  3.8800e+02  1.1640e-02
  4.1300e+02  2.0201e-02
  4.3800e+02  8.0741e-02
  4.6300e+02  6.2334e-02
  4.8800e+02  2.8184e-03
  5.1300e+02  1.8781e-03
  5.3800e+02  1.3249e-03
  5.6300e+02  1.0364e-02
  5.8800e+02  1.9619e-03
  6.1300e+02  8.7451e-03
  6.3800e+02  5.9754e-03
  6.6300e+02  9.1460e-04
  6.8800e+02  5.3829e-03
  7.1300e+02  5.7461e-03
  7.3800e+02  9.9217e-04
  7.6300e+02  5.7000e-02
  7.8800e+02  2.9754e-02
  8.1300e+02  7.9044e-04
  8.3800e+02  4.3146e-04
  8.6300e+02  1.6635e-03
  8.8800e+02  2.6745e-03
  9.1300e+02  7.4331e-04
