HEAD:
#r_Orbit is 1AU
nbeam 53
DATA:
  wavelength        flux
  3.0000e+00  3.1624e-14
  8.0000e+00  7.5057e-08
  1.3000e+01  1.7415e-05
  1.8000e+01  1.8196e-04
  2.3000e+01  2.5312e-03
  2.8000e+01  2.5770e-03
  3.3000e+01  5.9658e-03
  3.8000e+01  1.4337e-03
  4.3000e+01  1.9863e-02
  4.8000e+01  6.7253e-03
  5.3000e+01  9.6000e-03
  5.8000e+01  1.2112e-02
  6.3000e+01  3.2756e-02
  6.8000e+01  2.5143e-02
  7.3000e+01  3.3586e-02
  7.8000e+01  2.3142e-02
  8.3000e+01  3.6056e-02
  8.8000e+01  2.1402e-02
  9.3000e+01  1.2500e-02
  9.8000e+01  2.6196e-02
  1.1300e+02  6.7822e-02
  1.3800e+02  6.8042e-02
  1.6300e+02  6.6715e-01
  1.8800e+02  2.2487e-01
  2.1300e+02  7.1269e-02
  2.3800e+02  1.6368e-01
  2.6300e+02  4.1053e-02
  2.8800e+02  7.5639e-02
  3.1300e+02  1.8630e-01
  3.3800e+02  5.5736e-02
  3.6300e+02  1.2618e-01
  3.8800e+02  1.1266e-02
  4.1300e+02  1.9755e-02
  4.3800e+02  7.8725e-02
  4.6300e+02  6.1072e-02
  4.8800e+02  2.7447e-03
  5.1300e+02  1.8219e-03
  5.3800e+02  1.2844e-03
  5.6300e+02  1.0078e-02
  5.8800e+02  1.9099e-03
  6.1300e+02  8.1292e-03
  6.3800e+02  5.6313e-03
  6.6300e+02  8.8163e-04
  6.8800e+02  5.2070e-03
  7.1300e+02  5.5563e-03
  7.3800e+02  9.5513e-04
  7.6300e+02  5.5606e-02
  7.8800e+02  2.9021e-02
  8.1300e+02  7.6694e-04
  8.3800e+02  4.1714e-04
  8.6300e+02  1.6184e-03
  8.8800e+02  2.6168e-03
  9.1300e+02  7.2079e-04
