I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
43          9.9353e+09  1.4311e+12  6.2820e+01  1.5000e+03  1.4439e+11  5.9717e+01  1.5000e+03  1.4351e+08  6.2735e+01  1.5000e+03  1.1461e+07  6.0584e+01  1.5000e+03  1.5498e+08  6.2576e+01  1.5002e+03  
44          9.9424e+09  1.3423e+12  6.6646e+01  1.5000e+03  1.3676e+11  6.3363e+01  1.5000e+03  1.4275e+08  6.6555e+01  1.5000e+03  1.2123e+07  6.4392e+01  1.5000e+03  1.5487e+08  6.6385e+01  1.5002e+03  
45          9.9496e+09  1.2578e+12  7.0765e+01  1.5000e+03  1.2933e+11  6.7288e+01  1.5000e+03  1.4184e+08  7.0668e+01  1.5000e+03  1.2809e+07  6.8490e+01  1.5000e+03  1.5465e+08  7.0487e+01  1.5002e+03  
46          9.9569e+09  1.1776e+12  7.5203e+01  1.5000e+03  1.2210e+11  7.1518e+01  1.5000e+03  1.4077e+08  7.5099e+01  1.5000e+03  1.3517e+07  7.2903e+01  1.5000e+03  1.5429e+08  7.4907e+01  1.5002e+03  
47          9.9643e+09  1.1015e+12  7.9989e+01  1.5000e+03  1.1508e+11  7.6079e+01  1.5000e+03  1.3955e+08  7.9877e+01  1.5000e+03  1.4246e+07  7.7659e+01  1.5000e+03  1.5380e+08  7.9672e+01  1.5002e+03  
48          9.9719e+09  1.0294e+12  8.5159e+01  1.5000e+03  1.0828e+11  8.1008e+01  1.5000e+03  1.3818e+08  8.5039e+01  1.5000e+03  1.4994e+07  8.2795e+01  1.5000e+03  1.5317e+08  8.4819e+01  1.5002e+03  
49          9.9795e+09  9.6121e+11  9.0710e+01  1.5000e+03  1.0172e+11  8.6297e+01  1.5000e+03  1.3665e+08  9.0580e+01  1.5000e+03  1.5760e+07  8.8304e+01  1.5000e+03  1.5241e+08  9.0345e+01  1.5002e+03  
50          9.9872e+09  8.9672e+11  9.6897e+01  1.5000e+03  9.5395e+10  9.2201e+01  1.5000e+03  1.3499e+08  9.6757e+01  1.5000e+03  1.6542e+07  9.4442e+01  1.5000e+03  1.5153e+08  9.6504e+01  1.5002e+03  
51          9.9951e+09  8.3581e+11  1.0298e+02  1.5000e+03  8.9314e+10  9.7980e+01  1.5000e+03  1.3319e+08  1.0283e+02  1.5000e+03  1.7340e+07  1.0047e+02  1.5000e+03  1.5053e+08  1.0256e+02  1.5002e+03  
52          1.0003e+10  7.7834e+11  1.1072e+02  1.5000e+03  8.3485e+10  1.0538e+02  1.5000e+03  1.3129e+08  1.1055e+02  1.5000e+03  1.8156e+07  1.0813e+02  1.5000e+03  1.4944e+08  1.1026e+02  1.5002e+03  
53          1.0011e+10  7.2417e+11  1.1783e+02  1.5000e+03  7.7913e+10  1.1213e+02  1.5000e+03  1.2931e+08  1.1764e+02  1.5000e+03  1.8995e+07  1.1515e+02  1.5000e+03  1.4830e+08  1.1732e+02  1.5002e+03  
54          1.0019e+10  6.7315e+11  1.2637e+02  1.5000e+03  7.2599e+10  1.2027e+02  1.5000e+03  1.2728e+08  1.2616e+02  1.5000e+03  1.9863e+07  1.2359e+02  1.5000e+03  1.4715e+08  1.2581e+02  1.5002e+03  
