I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
39          9.9080e+09  1.6503e+12  4.2666e+00  1.2307e+03  1.6826e+11  1.3382e+00  1.2307e+03  7.4217e+07  4.2157e+00  1.2307e+03  3.1109e+06  1.4090e+00  1.2307e+03  7.7328e+07  4.1271e+00  1.2307e+03  
40          9.9147e+09  1.5414e+12  4.5822e+00  1.2223e+03  1.5981e+11  1.4566e+00  1.2223e+03  7.3898e+07  4.5283e+00  1.2223e+03  3.3316e+06  1.6519e+00  1.2223e+03  7.7230e+07  4.4285e+00  1.2223e+03  
41          9.9215e+09  1.4374e+12  4.9330e+00  1.2138e+03  1.5151e+11  1.5927e+00  1.2138e+03  7.3480e+07  4.8758e+00  1.2138e+03  3.5657e+06  1.9284e+00  1.2138e+03  7.7046e+07  4.7637e+00  1.2138e+03  
42          9.9284e+09  1.3381e+12  5.3227e+00  1.2052e+03  1.4338e+11  1.7480e+00  1.2052e+03  7.2955e+07  5.2618e+00  1.2052e+03  3.8131e+06  2.2418e+00  1.2052e+03  7.6769e+07  5.1361e+00  1.2052e+03  
43          9.9353e+09  1.2435e+12  5.7554e+00  1.1965e+03  1.3543e+11  1.9243e+00  1.1965e+03  7.2323e+07  5.6902e+00  1.1965e+03  4.0732e+06  2.5957e+00  1.1965e+03  7.6396e+07  5.5494e+00  1.1965e+03  
44          9.9424e+09  1.1536e+12  6.2357e+00  1.1878e+03  1.2765e+11  2.1234e+00  1.1878e+03  7.1585e+07  6.1650e+00  1.1878e+03  4.3457e+06  2.9934e+00  1.1878e+03  7.5930e+07  6.0076e+00  1.1878e+03  
45          9.9496e+09  1.0682e+12  6.7683e+00  1.1791e+03  1.2006e+11  2.3472e+00  1.1791e+03  7.0751e+07  6.6906e+00  1.1791e+03  4.6304e+06  3.4382e+00  1.1791e+03  7.5382e+07  6.5149e+00  1.1791e+03  
46          9.9569e+09  9.8734e+11  7.3593e+00  1.1702e+03  1.1267e+11  2.5980e+00  1.1702e+03  6.9843e+07  7.2721e+00  1.1702e+03  4.9282e+06  3.9337e+00  1.1702e+03  7.4771e+07  7.0762e+00  1.1703e+03  
47          9.9643e+09  9.1086e+11  8.0119e+00  1.1614e+03  1.0548e+11  2.8754e+00  1.1614e+03  6.8889e+07  7.9119e+00  1.1614e+03  5.2419e+06  4.4801e+00  1.1614e+03  7.4131e+07  7.6933e+00  1.1614e+03  
48          9.9719e+09  8.3867e+11  8.7478e+00  1.1524e+03  9.8507e+10  3.1961e+00  1.1524e+03  6.7930e+07  8.6300e+00  1.1524e+03  5.5776e+06  5.0947e+00  1.1524e+03  7.3508e+07  8.3859e+00  1.1524e+03  
49          9.9795e+09  7.7068e+11  9.4841e+00  1.1434e+03  9.1762e+10  3.4723e+00  1.1434e+03  6.7015e+07  9.3417e+00  1.1434e+03  5.9460e+06  5.6905e+00  1.1434e+03  7.2961e+07  9.0673e+00  1.1434e+03  
50          9.9872e+09  7.0678e+11  1.0741e+01  1.1343e+03  8.5254e+10  4.2185e+00  1.1343e+03  6.6197e+07  1.0565e+01  1.1343e+03  6.3640e+06  6.7841e+00  1.1343e+03  7.2561e+07  1.0259e+01  1.1343e+03  
51          9.9951e+09  6.4684e+11  1.0626e+01  1.1252e+03  7.8991e+10  3.5349e+00  1.1252e+03  6.5533e+07  1.0405e+01  1.1252e+03  6.8565e+06  6.4809e+00  1.1252e+03  7.2389e+07  1.0056e+01  1.1252e+03  
52          1.0003e+10  5.9074e+11  1.3388e+01  1.1160e+03  7.2983e+10  5.6613e+00  1.1160e+03  6.5071e+07  1.3106e+01  1.1160e+03  7.4565e+06  9.0307e+00  1.1160e+03  7.2527e+07  1.2712e+01  1.1160e+03  
53          1.0011e+10  5.3836e+11  1.3191e+01  1.1068e+03  6.7236e+10  4.7555e+00  1.1068e+03  6.4847e+07  1.2831e+01  1.1068e+03  8.2054e+06  8.6062e+00  1.1068e+03  7.3052e+07  1.2379e+01  1.1068e+03  
54          1.0019e+10  4.8955e+11  1.5117e+01  1.0975e+03  6.1756e+10  5.8874e+00  1.0975e+03  6.4878e+07  1.4659e+01  1.0975e+03  9.1503e+06  1.0299e+01  1.0975e+03  7.4028e+07  1.4145e+01  1.0975e+03  
55          1.0028e+10  4.4418e+11  1.6452e+01  1.0881e+03  5.6547e+10  6.3303e+00  1.0881e+03  6.5155e+07  1.5870e+01  1.0881e+03  1.0341e+07  1.1407e+01  1.0881e+03  7.5497e+07  1.5282e+01  1.0881e+03  
