I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
57          1.0045e+10  7.9507e+11  9.8514e+00  1.6465e-01  1.1294e+10  2.5491e+00  2.3389e-03  2.2265e+07  9.6704e+00  4.6110e-06  1.1551e+05  -4.5190e+00 2.3921e-08  2.2381e+07  9.6003e+00  4.6357e-06  
58          1.0053e+10  7.4669e+11  1.0507e+01  1.5464e-01  1.1210e+10  2.7959e+00  2.3215e-03  2.2762e+07  1.0305e+01  4.7140e-06  1.3260e+05  -3.8488e+00 2.7460e-08  2.2895e+07  1.0227e+01  4.7422e-06  
59          1.0062e+10  7.0057e+11  1.1208e+01  1.4508e-01  1.1108e+10  3.0591e+00  2.3004e-03  2.3335e+07  1.0983e+01  4.8327e-06  1.5288e+05  -3.1382e+00 3.1660e-08  2.3488e+07  1.0894e+01  4.8650e-06  
60          1.0071e+10  6.5665e+11  1.1961e+01  1.3599e-01  1.0989e+10  3.3410e+00  2.2758e-03  2.3995e+07  1.1708e+01  4.9693e-06  1.7716e+05  -2.3748e+00 3.6688e-08  2.4172e+07  1.1608e+01  5.0067e-06  
61          1.0080e+10  6.1486e+11  1.2768e+01  1.2733e-01  1.0852e+10  3.6426e+00  2.2475e-03  2.4752e+07  1.2486e+01  5.1260e-06  2.0646e+05  -1.5454e+00 4.2757e-08  2.4958e+07  1.2373e+01  5.1695e-06  
62          1.0089e+10  5.7514e+11  1.3636e+01  1.1911e-01  1.0698e+10  3.9655e+00  2.2156e-03  2.5616e+07  1.3320e+01  5.3050e-06  2.4211e+05  -6.3425e-01 5.0140e-08  2.5858e+07  1.3192e+01  5.3558e-06  
63          1.0099e+10  5.3742e+11  1.4569e+01  1.1130e-01  1.0527e+10  4.3112e+00  2.1801e-03  2.6596e+07  1.4216e+01  5.5079e-06  2.8578e+05  3.7534e-01  5.9183e-08  2.6882e+07  1.4072e+01  5.5678e-06  
64          1.0108e+10  5.0165e+11  1.5573e+01  1.0389e-01  1.0339e+10  4.6815e+00  2.1413e-03  2.7698e+07  1.5181e+01  5.7361e-06  3.3954e+05  1.4994e+00  7.0317e-08  2.8037e+07  1.5018e+01  5.8071e-06  
65          1.0118e+10  4.6774e+11  1.6655e+01  9.6867e-02  1.0136e+10  5.0783e+00  2.0991e-03  2.8926e+07  1.6221e+01  5.9904e-06  4.0597e+05  2.7522e+00  8.4074e-08  2.9332e+07  1.6037e+01  6.0752e-06  
66          1.0128e+10  4.3565e+11  1.7821e+01  9.0220e-02  9.9168e+09  5.5037e+00  2.0537e-03  3.0281e+07  1.7343e+01  6.2710e-06  4.8819e+05  4.1446e+00  1.0110e-07  3.0769e+07  1.7136e+01  6.3728e-06  
67          1.0137e+10  4.0530e+11  1.9080e+01  8.3935e-02  9.6834e+09  5.9600e+00  2.0054e-03  3.1760e+07  1.8555e+01  6.5774e-06  5.8995e+05  5.6842e+00  1.2218e-07  3.2350e+07  1.8323e+01  6.7003e-06  
68          1.0147e+10  3.7663e+11  2.0441e+01  7.7998e-02  9.4365e+09  6.4503e+00  1.9542e-03  3.3357e+07  1.9867e+01  6.9081e-06  7.1562e+05  7.3749e+00  1.4820e-07  3.4073e+07  1.9608e+01  7.0571e-06  
69          1.0158e+10  3.4958e+11  2.1913e+01  7.2397e-02  9.1769e+09  6.9776e+00  1.9005e-03  3.5062e+07  2.1289e+01  7.2611e-06  8.7023e+05  9.2180e+00  1.8022e-07  3.5932e+07  2.0999e+01  7.4421e-06  
70          1.0168e+10  3.2409e+11  2.3508e+01  6.7118e-02  8.9058e+09  7.5457e+00  1.8443e-03  3.6859e+07  2.2830e+01  7.6333e-06  1.0594e+06  1.1213e+01  2.1941e-07  3.7918e+07  2.2508e+01  7.8535e-06  
71          1.0178e+10  3.0010e+11  2.5237e+01  6.2149e-02  8.6241e+09  8.1585e+00  1.7860e-03  3.8731e+07  2.4504e+01  8.0210e-06  1.2894e+06  1.3360e+01  2.6704e-07  4.0020e+07  2.4147e+01  8.2888e-06  
72          1.0189e+10  2.7754e+11  2.7113e+01  5.7478e-02  8.3331e+09  8.8198e+00  1.7257e-03  4.0656e+07  2.6321e+01  8.4196e-06  1.5668e+06  1.5658e+01  3.2449e-07  4.2222e+07  2.5928e+01  8.7449e-06  
73          1.0200e+10  2.5636e+11  2.9156e+01  5.3092e-02  8.0338e+09  9.5400e+00  1.6638e-03  4.2609e+07  2.8302e+01  8.8242e-06  1.8985e+06  1.8115e+01  3.9316e-07  4.4508e+07  2.7870e+01  9.2182e-06  
