I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
51          2.7540e+09  2.7174e+13  6.0185e-01  6.5000e+02  1.7146e+12  4.5260e-01  6.5000e+02  1.2896e+07  6.0208e-01  6.5000e+02  9.6393e+03  2.6733e-01  6.5000e+02  1.2906e+07  5.9882e-01  6.5002e+02  
52          2.7565e+09  2.6234e+13  8.3225e-01  6.5000e+02  1.6547e+12  6.7720e-01  6.5000e+02  1.2692e+07  8.3249e-01  6.5000e+02  9.6520e+03  5.4632e-01  6.5000e+02  1.2702e+07  8.2963e-01  6.5003e+02  
53          2.7590e+09  2.5312e+13  7.0474e-01  6.5000e+02  1.5967e+12  5.4361e-01  6.5000e+02  1.2488e+07  7.0500e-01  6.5000e+02  9.6597e+03  3.7331e-01  6.5000e+02  1.2498e+07  7.0363e-01  6.5003e+02  
54          2.7615e+09  2.4409e+13  8.0659e-01  6.5000e+02  1.5404e+12  6.3908e-01  6.5000e+02  1.2284e+07  8.0686e-01  6.5000e+02  9.6733e+03  4.6738e-01  6.5000e+02  1.2294e+07  8.0523e-01  6.5003e+02  
55          2.7641e+09  2.3525e+13  8.3455e-01  6.5000e+02  1.4859e+12  6.6036e-01  6.5000e+02  1.2080e+07  8.3484e-01  6.5000e+02  9.6855e+03  4.8340e-01  6.5000e+02  1.2089e+07  8.3311e-01  6.5003e+02  
56          2.7667e+09  2.2660e+13  8.8128e-01  6.5000e+02  1.4331e+12  7.0007e-01  6.5000e+02  1.1875e+07  8.8159e-01  6.5000e+02  9.6974e+03  5.1746e-01  6.5000e+02  1.1885e+07  8.7987e-01  6.5003e+02  
57          2.7693e+09  2.1814e+13  9.2742e-01  6.5000e+02  1.3819e+12  7.3883e-01  6.5000e+02  1.1671e+07  9.2775e-01  6.5000e+02  9.7092e+03  5.5039e-01  6.5000e+02  1.1681e+07  9.2600e-01  6.5003e+02  
58          2.7720e+09  2.0987e+13  9.7709e-01  6.5000e+02  1.3323e+12  7.8075e-01  6.5000e+02  1.1468e+07  9.7744e-01  6.5000e+02  9.7207e+03  5.8626e-01  6.5000e+02  1.1478e+07  9.7568e-01  6.5003e+02  
59          2.7748e+09  2.0178e+13  1.0296e+00  6.5000e+02  1.2841e+12  8.2515e-01  6.5000e+02  1.1264e+07  1.0300e+00  6.5000e+02  9.7320e+03  6.2440e-01  6.5000e+02  1.1274e+07  1.0282e+00  6.5004e+02  
60          2.7776e+09  1.9389e+13  1.0854e+00  6.5000e+02  1.2375e+12  8.7237e-01  6.5000e+02  1.1061e+07  1.0858e+00  6.5000e+02  9.7430e+03  6.6513e-01  6.5000e+02  1.1071e+07  1.0840e+00  6.5004e+02  
61          2.7804e+09  1.8620e+13  1.1446e+00  6.5000e+02  1.1922e+12  9.2254e-01  6.5000e+02  1.0859e+07  1.1450e+00  6.5000e+02  9.7539e+03  7.0857e-01  6.5000e+02  1.0869e+07  1.1432e+00  6.5004e+02  
62          2.7833e+09  1.7869e+13  1.2074e+00  6.5000e+02  1.1483e+12  9.7587e-01  6.5000e+02  1.0657e+07  1.2079e+00  6.5000e+02  9.7645e+03  7.5492e-01  6.5000e+02  1.0667e+07  1.2060e+00  6.5004e+02  
63          2.7862e+09  1.7137e+13  1.2741e+00  6.5000e+02  1.1057e+12  1.0325e+00  6.5000e+02  1.0456e+07  1.2746e+00  6.5000e+02  9.7748e+03  8.0435e-01  6.5000e+02  1.0466e+07  1.2727e+00  6.5004e+02  
64          2.7892e+09  1.6425e+13  1.3449e+00  6.5000e+02  1.0644e+12  1.0928e+00  6.5000e+02  1.0255e+07  1.3454e+00  6.5000e+02  9.7850e+03  8.5706e-01  6.5000e+02  1.0265e+07  1.3435e+00  6.5005e+02  
65          2.7923e+09  1.5732e+13  1.4201e+00  6.5000e+02  1.0243e+12  1.1568e+00  6.5000e+02  1.0056e+07  1.4206e+00  6.5000e+02  9.7948e+03  9.1326e-01  6.5000e+02  1.0065e+07  1.4187e+00  6.5005e+02  
66          2.7954e+09  1.5057e+13  1.4999e+00  6.5000e+02  9.8548e+11  1.2248e+00  6.5000e+02  9.8569e+06  1.5004e+00  6.5000e+02  9.8045e+03  9.7317e-01  6.5000e+02  9.8668e+06  1.4985e+00  6.5005e+02  
