I           X1          NDT_H       VX1_H       TMP_H       NDT_HE      VX1_HE      TMP_HE      NDT_H+      VX1_H+      TMP_H+      NDT_HE+     VX1_HE+     TMP_HE+     NDT_ELC     VX1_ELC     TMP_ELC     
62          1.0089e+10  2.6297e+11  2.2407e+01  1.0211e+03  3.1633e+10  3.4774e+00  1.0211e+03  4.3321e+07  2.0929e+01  1.0211e+03  5.6058e+06  1.3200e+01  1.0211e+03  4.8926e+07  2.0059e+01  1.0213e+03  
63          1.0099e+10  2.3363e+11  2.5106e+01  1.0114e+03  2.9175e+10  3.9165e+00  1.0114e+03  4.5916e+07  2.3300e+01  1.0114e+03  7.3993e+06  1.6000e+01  1.0114e+03  5.3315e+07  2.2303e+01  1.0115e+03  
64          1.0108e+10  2.0675e+11  2.8090e+01  1.0016e+03  2.6808e+10  4.2936e+00  1.0016e+03  4.8324e+07  2.5858e+01  1.0016e+03  9.6524e+06  1.8980e+01  1.0016e+03  5.7976e+07  2.4729e+01  1.0017e+03  
65          1.0118e+10  1.8224e+11  3.2745e+01  9.9169e+02  2.4535e+10  5.9327e+00  9.9169e+02  5.0434e+07  2.9952e+01  9.9169e+02  1.2400e+07  2.3469e+01  9.9170e+02  6.2834e+07  2.8688e+01  9.9184e+02  
66          1.0128e+10  1.5996e+11  3.1012e+01  9.8178e+02  2.2356e+10  6.9525e-01  9.8178e+02  5.2155e+07  2.7477e+01  9.8179e+02  1.5648e+07  2.1349e+01  9.8179e+02  6.7803e+07  2.6080e+01  9.8193e+02  
67          1.0137e+10  1.3982e+11  7.3167e+01  9.7181e+02  2.0282e+10  3.8763e+01  9.7181e+02  5.3430e+07  6.8653e+01  9.7182e+02  1.9373e+07  6.2840e+01  9.7182e+02  7.2803e+07  6.7122e+01  9.7196e+02  
68          1.0147e+10  1.2164e+11  9.3822e+01  9.6186e+02  1.8298e+10  5.4756e+01  9.6186e+02  5.4222e+07  8.8018e+01  9.6187e+02  2.3493e+07  8.2488e+01  9.6187e+02  7.7714e+07  8.6361e+01  9.6202e+02  
69          1.0158e+10  1.0510e+11  4.7866e+01  9.5477e+02  1.6346e+10  3.5022e+00  9.5477e+02  5.4485e+07  4.0364e+01  9.5479e+02  2.7841e+07  3.5060e+01  9.5479e+02  8.2326e+07  3.8588e+01  9.5494e+02  
70          1.0168e+10  8.9966e+10  2.7921e+01  9.5331e+02  1.4401e+10  -2.2731e+01 9.5331e+02  5.4232e+07  1.8169e+01  9.5333e+02  3.2216e+07  1.3000e+01  9.5333e+02  8.6448e+07  1.6258e+01  9.5349e+02  
71          1.0178e+10  7.6198e+10  1.2400e+01  9.6024e+02  1.2485e+10  -4.5895e+01 9.6024e+02  5.3552e+07  -3.1906e-01 9.6027e+02  3.6426e+07  -5.4682e+00 9.6027e+02  8.9979e+07  -2.3878e+00 9.6043e+02  
72          1.0189e+10  6.3799e+10  1.5440e+01  9.7829e+02  1.0641e+10  -5.2308e+01 9.7830e+02  5.2564e+07  -1.1786e+00 9.7833e+02  4.0297e+07  -6.4421e+00 9.7833e+02  9.2861e+07  -3.4470e+00 9.7849e+02  
73          1.0200e+10  5.2798e+10  3.4726e+01  1.0104e+03  8.9200e+09  -4.4816e+01 1.0104e+03  5.1393e+07  1.3011e+01  1.0104e+03  4.3690e+07  7.4699e+00  1.0104e+03  9.5082e+07  1.0481e+01  1.0106e+03  
74          1.0211e+10  4.3207e+10  7.3617e+01  1.0597e+03  7.3640e+09  -2.0719e+01 1.0597e+03  5.0144e+07  4.5267e+01  1.0597e+03  4.6512e+07  3.9242e+01  1.0598e+03  9.6656e+07  4.2383e+01  1.0599e+03  
75          1.0222e+10  3.5000e+10  1.3152e+02  1.1300e+03  6.0015e+09  1.8570e+01  1.1300e+03  4.8886e+07  9.4551e+01  1.1300e+03  4.8729e+07  8.7765e+01  1.1300e+03  9.7615e+07  9.1179e+01  1.1302e+03  
76          1.0233e+10  2.8104e+10  2.0767e+02  1.2256e+03  4.8431e+09  7.1227e+01  1.2256e+03  4.7653e+07  1.5948e+02  1.2256e+03  5.0357e+07  1.5156e+02  1.2256e+03  9.8009e+07  1.5543e+02  1.2258e+03  
77          1.0245e+10  2.2409e+10  2.9951e+02  1.3514e+03  3.8837e+09  1.3333e+02  1.3514e+03  4.6446e+07  2.3668e+02  1.3515e+03  5.1458e+07  2.2707e+02  1.3515e+03  9.7903e+07  2.3164e+02  1.3517e+03  
78          1.0256e+10  1.7777e+10  4.0379e+02  1.5134e+03  3.1062e+09  1.9991e+02  1.5134e+03  4.5254e+07  3.2181e+02  1.5135e+03  5.2121e+07  3.0972e+02  1.5135e+03  9.7375e+07  3.1536e+02  1.5137e+03  
79          1.0268e+10  1.4059e+10  5.1680e+02  1.7179e+03  2.4865e+09  2.6517e+02  1.7179e+03  4.4070e+07  4.0976e+02  1.7180e+03  5.2441e+07  3.9405e+02  1.7180e+03  9.6510e+07  4.0124e+02  1.7183e+03  
80          1.0280e+10  1.1106e+10  6.3503e+02  1.9721e+03  1.9981e+09  3.2344e+02  1.9721e+03  4.2902e+07  4.9545e+02  1.9721e+03  5.2494e+07  4.7452e+02  1.9722e+03  9.5396e+07  4.8395e+02  1.9724e+03  
81          1.0292e+10  8.7820e+09  7.5559e+02  2.2831e+03  1.6154e+09  3.7009e+02  2.2831e+03  4.1787e+07  5.7449e+02  2.2831e+03  5.2329e+07  5.4614e+02  2.2832e+03  9.4116e+07  5.5874e+02  2.2835e+03  
82          1.0304e+10  6.9649e+09  8.7623e+02  2.6578e+03  1.3158e+09  4.0250e+02  2.6578e+03  4.0794e+07  6.4369e+02  2.6579e+03  5.1958e+07  6.0515e+02  2.6579e+03  9.2753e+07  6.2212e+02  2.6582e+03  
83          1.0317e+10  5.5520e+09  9.9520e+02  3.1017e+03  1.0805e+09  4.2082e+02  3.1017e+03  4.0022e+07  7.0161e+02  3.1018e+03  5.1370e+07  6.4973e+02  3.1018e+03  9.1392e+07  6.7246e+02  3.1021e+03  
84          1.0330e+10  4.4585e+09  1.1107e+03  3.6171e+03  8.9487e+08  4.2829e+02  3.6171e+03  3.9592e+07  7.4875e+02  3.6172e+03  5.0544e+07  6.8062e+02  3.6172e+03  9.0137e+07  7.1056e+02  3.6176e+03  
85          1.0342e+10  3.6158e+09  1.2207e+03  4.2010e+03  7.4797e+08  4.3066e+02  4.2011e+03  3.9636e+07  7.8751e+02  4.2011e+03  4.9469e+07  7.0149e+02  4.2011e+03  8.9105e+07  7.3976e+02  4.2016e+03  
86          1.0356e+10  2.9694e+09  1.3225e+03  4.8425e+03  6.3161e+08  4.3479e+02  4.8426e+03  4.0281e+07  8.2176e+02  4.8426e+03  4.8155e+07  7.1873e+02  4.8426e+03  8.8436e+07  7.6567e+02  4.8431e+03  
87          1.0369e+10  2.4763e+09  1.4132e+03  5.5202e+03  5.3982e+08  4.4655e+02  5.5202e+03  4.1628e+07  8.5637e+02  5.5202e+03  4.6644e+07  7.4049e+02  5.5203e+03  8.8272e+07  7.9515e+02  5.5208e+03  
88          1.0382e+10  2.1027e+09  1.4906e+03  6.2015e+03  4.6810e+08  4.6884e+02  6.2015e+03  4.3734e+07  8.9658e+02  6.2015e+03  4.5005e+07  7.7493e+02  6.2016e+03  8.8739e+07  8.3490e+02  6.2021e+03  
89          1.0396e+10  1.8222e+09  1.5531e+03  6.8458e+03  4.1288e+08  5.0037e+02  6.8458e+03  4.6588e+07  9.4688e+02  6.8459e+03  4.3323e+07  8.2751e+02  6.8459e+03  8.9911e+07  8.8938e+02  6.8464e+03  
90          1.0410e+10  1.6137e+09  1.5978e+03  7.4116e+03  3.7118e+08  5.3493e+02  7.4116e+03  5.0086e+07  1.0078e+03  7.4116e+03  4.1688e+07  8.9717e+02  7.4116e+03  9.1774e+07  9.5755e+02  7.4120e+03  
91          1.0424e+10  1.4608e+09  1.6186e+03  7.8659e+03  3.4033e+08  5.6213e+02  7.8659e+03  5.4022e+07  1.0724e+03  7.8659e+03  4.0171e+07  9.7371e+02  7.8659e+03  9.4193e+07  1.0303e+03  7.8661e+03  
92          1.0438e+10  1.3501e+09  1.6089e+03  8.1932e+03  3.1791e+08  5.7174e+02  8.1932e+03  5.8098e+07  1.1284e+03  8.1932e+03  3.8821e+07  1.0413e+03  8.1932e+03  9.6918e+07  1.0935e+03  8.1931e+03  
93          1.0452e+10  1.2708e+09  1.5677e+03  8.3976e+03  3.0172e+08  5.5974e+02  8.3976e+03  6.1969e+07  1.1650e+03  8.3975e+03  3.7656e+07  1.0872e+03  8.3975e+03  9.9626e+07  1.1356e+03  8.3973e+03  
94          1.0467e+10  1.2142e+09  1.5026e+03  8.4984e+03  2.8986e+08  5.3035e+02  8.4984e+03  6.5311e+07  1.1795e+03  8.4983e+03  3.6677e+07  1.1081e+03  8.4983e+03  1.0199e+08  1.1538e+03  8.4980e+03  
95          1.0482e+10  1.1733e+09  1.4266e+03  8.5223e+03  2.8077e+08  4.9251e+02  8.5224e+03  6.7878e+07  1.1765e+03  8.5223e+03  3.5867e+07  1.1089e+03  8.5223e+03  1.0374e+08  1.1531e+03  8.5220e+03  
96          1.0497e+10  1.1428e+09  1.3524e+03  8.4961e+03  2.7322e+08  4.5495e+02  8.4962e+03  6.9541e+07  1.1636e+03  8.4961e+03  3.5205e+07  1.0978e+03  8.4961e+03  1.0475e+08  1.1415e+03  8.4958e+03  
97          1.0512e+10  1.1187e+09  1.2885e+03  8.4422e+03  2.6637e+08  4.2345e+02  8.4422e+03  7.0288e+07  1.1476e+03  8.4421e+03  3.4671e+07  1.0823e+03  8.4421e+03  1.0496e+08  1.1260e+03  8.4419e+03  
98          1.0528e+10  1.0981e+09  1.2394e+03  8.3769e+03  2.5964e+08  4.0059e+02  8.3769e+03  7.0200e+07  1.1331e+03  8.3769e+03  3.4243e+07  1.0674e+03  8.3769e+03  1.0444e+08  1.1116e+03  8.3767e+03  
99          1.0543e+10  1.0788e+09  1.2060e+03  8.3113e+03  2.5271e+08  3.8667e+02  8.3114e+03  6.9421e+07  1.1226e+03  8.3113e+03  3.3901e+07  1.0560e+03  8.3113e+03  1.0332e+08  1.1007e+03  8.3112e+03  
100         1.0559e+10  1.0597e+09  1.1875e+03  8.2521e+03  2.4543e+08  3.8078e+02  8.2521e+03  6.8123e+07  1.1169e+03  8.2521e+03  3.3625e+07  1.0491e+03  8.2521e+03  1.0175e+08  1.0945e+03  8.2520e+03  
101         1.0576e+10  1.0398e+09  1.1821e+03  8.2025e+03  2.3777e+08  3.8156e+02  8.2025e+03  6.6480e+07  1.1161e+03  8.2025e+03  3.3394e+07  1.0473e+03  8.2025e+03  9.9874e+07  1.0931e+03  8.2025e+03  
102         1.0592e+10  1.0188e+09  1.1879e+03  8.1639e+03  2.2977e+08  3.8757e+02  8.1639e+03  6.4653e+07  1.1201e+03  8.1639e+03  3.3190e+07  1.0502e+03  8.1639e+03  9.7843e+07  1.0964e+03  8.1639e+03  
103         1.0609e+10  9.9653e+08  1.2028e+03  8.1361e+03  2.2151e+08  3.9756e+02  8.1361e+03  6.2774e+07  1.1283e+03  8.1361e+03  3.2994e+07  1.0577e+03  8.1361e+03  9.5768e+07  1.1040e+03  8.1361e+03  
