r,ion_rate
2.926136948e+00,5.538436456e-01
2.938169776e+00,5.548917102e-01
2.950305449e+00,5.559591182e-01
2.962543966e+00,5.570077386e-01
2.974782483e+00,5.580743982e-01
2.987123846e+00,5.590972473e-01
2.999568052e+00,5.601483813e-01
3.012012259e+00,5.611773830e-01
3.024559311e+00,5.622053979e-01
3.037209207e+00,5.632340629e-01
3.049961947e+00,5.642624069e-01
3.062714688e+00,5.652678341e-01
3.075673118e+00,5.663005734e-01
3.088631549e+00,5.673135716e-01
3.101589979e+00,5.683078404e-01
3.114754098e+00,5.693044261e-01
3.127918218e+00,5.703086032e-01
3.141288027e+00,5.713197591e-01
3.154657836e+00,5.722891566e-01
3.168027645e+00,5.732935920e-01
3.181603143e+00,5.742709201e-01
3.195178641e+00,5.752533548e-01
3.208959829e+00,5.762264698e-01
3.222741017e+00,5.771984928e-01
3.236625049e+00,5.781657749e-01
3.250509081e+00,5.791308005e-01
3.264598803e+00,5.800897815e-01
3.278688525e+00,5.810442191e-01
3.292983936e+00,5.820007263e-01
3.307279347e+00,5.829459169e-01
3.321677602e+00,5.838910267e-01
3.336178703e+00,5.848303960e-01
3.350679803e+00,5.857687972e-01
3.365386593e+00,5.867034584e-01
3.380093383e+00,5.876363582e-01
3.395005862e+00,5.885601819e-01
3.409918341e+00,5.894844768e-01
3.424933665e+00,5.903986080e-01
3.440051834e+00,5.913157619e-01
3.455272847e+00,5.922299846e-01
3.470596705e+00,5.931337352e-01
3.486023407e+00,5.940371847e-01
3.501552955e+00,5.949429546e-01
3.517185347e+00,5.958378874e-01
3.532817739e+00,5.967294627e-01
3.548655820e+00,5.976220504e-01
3.564493901e+00,5.985055043e-01
3.580537672e+00,5.993897701e-01
3.596581443e+00,6.002701660e-01
3.612830903e+00,6.011436319e-01
3.629080363e+00,6.020209094e-01
3.645432668e+00,6.028870937e-01
3.661990662e+00,6.037510763e-01
3.678548656e+00,6.046182448e-01
3.695209495e+00,6.054771534e-01
3.712076023e+00,6.063264658e-01
3.728942551e+00,6.071850811e-01
3.746014768e+00,6.080319826e-01
3.763086986e+00,6.088751648e-01
3.780262048e+00,6.097207664e-01
3.797642800e+00,6.105534569e-01
3.815126396e+00,6.113913075e-01
3.832609992e+00,6.122268787e-01
3.850299278e+00,6.130584541e-01
3.867988564e+00,6.138778563e-01
3.885883539e+00,6.147017885e-01
3.903881358e+00,6.155193624e-01
3.921982023e+00,6.163430377e-01
3.940185532e+00,6.171499092e-01
3.958491886e+00,6.179610280e-01
3.976901084e+00,6.187703103e-01
3.995515972e+00,6.195712654e-01
4.014130860e+00,6.203739600e-01
4.032951437e+00,6.211697895e-01
4.051772014e+00,6.219751674e-01
4.070798280e+00,6.227621282e-01
4.089927392e+00,6.235448802e-01
4.109159348e+00,6.243387107e-01
4.128596993e+00,6.251143147e-01
4.148034638e+00,6.258995242e-01
4.167677973e+00,6.266811504e-01
4.187424152e+00,6.274471933e-01
4.207273176e+00,6.282184237e-01
4.227225045e+00,6.289876184e-01
4.247279758e+00,6.297559890e-01
4.267540161e+00,6.305205717e-01
4.287903408e+00,6.312753562e-01
4.308369500e+00,6.320292920e-01
4.328938437e+00,6.327836819e-01
4.349713063e+00,6.335431472e-01
4.370590534e+00,6.342941031e-01
4.391570850e+00,6.350275824e-01
4.412654010e+00,6.357769249e-01
4.433942859e+00,6.365283843e-01
4.455231709e+00,6.372509783e-01
4.476829093e+00,6.379876378e-01
4.498426476e+00,6.387300563e-01
4.520229549e+00,6.394628099e-01
4.542135467e+00,6.401759671e-01
4.564144229e+00,6.409163948e-01
4.586358681e+00,6.416263791e-01
4.608675978e+00,6.423540105e-01
4.631096119e+00,6.430664816e-01
4.653721949e+00,6.437771611e-01
4.676450624e+00,6.444870975e-01
4.699384989e+00,6.452033227e-01
4.722422198e+00,6.459156876e-01
4.745562252e+00,6.466150598e-01
4.768805150e+00,6.473184854e-01
4.792356583e+00,6.480151781e-01
4.815908016e+00,6.487145192e-01
4.839665138e+00,6.494052843e-01
4.863525104e+00,6.501063272e-01
4.887590760e+00,6.507971378e-01
4.911759261e+00,6.514764157e-01
4.936133451e+00,6.521640091e-01
4.960610486e+00,6.528596991e-01
4.985293210e+00,6.535294912e-01
5.010078779e+00,6.542174884e-01
5.034967193e+00,6.548831091e-01
5.060061295e+00,6.555560702e-01
5.085361088e+00,6.562336758e-01
5.110763725e+00,6.568949404e-01
5.136372051e+00,6.575641315e-01
5.162083222e+00,6.582328902e-01
5.188000082e+00,6.588953801e-01
5.214019787e+00,6.595610339e-01
5.240245182e+00,6.602102709e-01
5.266573421e+00,6.608749357e-01
5.293107349e+00,6.615294961e-01
5.319846967e+00,6.621727771e-01
5.346689430e+00,6.628210757e-01
5.373737582e+00,6.634769022e-01
5.400991423e+00,6.641248209e-01
5.428348109e+00,6.647637578e-01
5.455807639e+00,6.654144297e-01
5.483575704e+00,6.660481492e-01
5.511446613e+00,6.666892740e-01
5.539523212e+00,6.673145129e-01
5.567702655e+00,6.679558011e-01
5.596087788e+00,6.685793775e-01
5.624678610e+00,6.692216367e-01
5.653475122e+00,6.698478342e-01
5.682374478e+00,6.704779180e-01
5.711479524e+00,6.710970395e-01
5.740790259e+00,6.717186416e-01
5.770306683e+00,6.723311621e-01
5.799925952e+00,6.729525081e-01
5.829750910e+00,6.735631912e-01
5.859781558e+00,6.741856898e-01
5.890017895e+00,6.748041672e-01
5.920459921e+00,6.754093863e-01
5.951004793e+00,6.760171687e-01
5.981755353e+00,6.766348615e-01
6.012814448e+00,6.772331449e-01
6.043976387e+00,6.778275206e-01
6.075241171e+00,6.784393466e-01
6.106814489e+00,6.790398777e-01
6.138593496e+00,6.796347252e-01
6.170578193e+00,6.802301715e-01
6.202665734e+00,6.808259457e-01
6.234958965e+00,6.814238574e-01
6.267560730e+00,6.820133932e-01
6.300265339e+00,6.825987695e-01
6.333175638e+00,6.831899269e-01
6.366394471e+00,6.837756314e-01
6.399716149e+00,6.843609870e-01
6.433243516e+00,6.849423290e-01
6.467079417e+00,6.855246336e-01
6.501018162e+00,6.861051488e-01
6.535265442e+00,6.866854480e-01
6.569615567e+00,6.872626547e-01
6.604274225e+00,6.878360307e-01
6.639035728e+00,6.884076763e-01
6.674105765e+00,6.889775288e-01
6.709381492e+00,6.895479114e-01
6.744862908e+00,6.901219846e-01
6.780550013e+00,6.906856404e-01
6.816442808e+00,6.912524569e-01
6.852644137e+00,6.918141684e-01
6.888948310e+00,6.923812024e-01
6.925561018e+00,6.929393149e-01
6.962379415e+00,6.935016872e-01
6.999403501e+00,6.940568934e-01
7.036736121e+00,6.946127376e-01
7.074171586e+00,6.951677559e-01
7.111915585e+00,6.957258960e-01
7.149865273e+00,6.962748670e-01
7.188123496e+00,6.968304951e-01
7.226587408e+00,6.973754026e-01
7.265257009e+00,6.979221628e-01
7.304132299e+00,6.984742099e-01
7.343316124e+00,6.990143358e-01
7.382705638e+00,6.995585838e-01
7.422403686e+00,7.000985142e-01
7.462307423e+00,7.006429808e-01
7.502416850e+00,7.011819008e-01
7.542834811e+00,7.017244080e-01
7.583458461e+00,7.022556609e-01
7.624390645e+00,7.027952419e-01
7.665528519e+00,7.033219646e-01
7.706872082e+00,7.038560962e-01
7.748524179e+00,7.043975209e-01
7.790484810e+00,7.049143944e-01
7.832651130e+00,7.054485007e-01
7.875125985e+00,7.059838328e-01
7.917806529e+00,7.065031947e-01
7.960795606e+00,7.070292545e-01
8.003990374e+00,7.075546926e-01
8.047493675e+00,7.080737669e-01
8.091305510e+00,7.085930903e-01
8.135323035e+00,7.091175126e-01
8.179649094e+00,7.096413809e-01
8.224180842e+00,7.101561908e-01
8.269021124e+00,7.106634248e-01
8.314169941e+00,7.111818325e-01
8.359627291e+00,7.116972982e-01
8.405290331e+00,7.122032656e-01
8.451364749e+00,7.127194346e-01
8.497644857e+00,7.132337427e-01
8.544130654e+00,7.137425896e-01
8.591027830e+00,7.142482288e-01
8.638130695e+00,7.147563609e-01
8.685542094e+00,7.152601523e-01
8.733262028e+00,7.157588760e-01
8.781290495e+00,7.162752466e-01
8.829627497e+00,7.167790370e-01
8.878273032e+00,7.172759577e-01
8.927124257e+00,7.177651140e-01
8.976386861e+00,7.182817939e-01
9.025957998e+00,7.187756779e-01
9.075734825e+00,7.192597240e-01
9.125923031e+00,7.197636978e-01
9.176316926e+00,7.202492212e-01
9.227122200e+00,7.207545089e-01
9.278133163e+00,7.212379319e-01
9.329555505e+00,7.217305071e-01
9.381286381e+00,7.222259396e-01
9.433325791e+00,7.227095834e-01
9.485673736e+00,7.231992378e-01
9.538330214e+00,7.236884509e-01
9.591398071e+00,7.241767169e-01
9.644671617e+00,7.246570419e-01
9.698356542e+00,7.251397987e-01
9.752350001e+00,7.256222374e-01
9.806754839e+00,7.261019543e-01
9.861365366e+00,7.265876920e-01
9.916387272e+00,7.270697791e-01
9.971717712e+00,7.275423984e-01
